House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
20,Apricotbox Avenue,Lynn,Ali,24,None,Single,Female,Set designer,None,Catholic
20,Apricotbox Avenue,Kyle,Carroll,37,None,Single,Male,Copy,None,Christian
20,Apricotbox Avenue,George,Edwards,64,None,Single,Male,Midwife,None,None
20,Apricotbox Avenue,Lisa,Brown,55,None,Single,Female,Environmental manager,None,Christian
20,Apricotbox Avenue,Lucy,Morgan,42,None,Single,Female,Health promotion specialist,None,None
20,Apricotbox Avenue,Malcolm,Collier,27,None,Single,Male,Unemployed,None,None
21,Apricotbox Avenue,Olivia,Bell,27,Head,Single,Female,Careers adviser,None,Methodist
21,Apricotbox Avenue,Joseph,Bell,2,Son,NA,Male,Child,None,NA
21,Apricotbox Avenue,Rosie,Bell,2,Daughter,NA,Female,Child,None,NA
21,Apricotbox Avenue,Jemma,Bates,2,Daughter,NA,Female,Child,None,NA
21,Apricotbox Avenue,Kirsty,Jenkins,53,Lodger,Divorced,Female,Planning and development surveyor,None,Catholic
22,Apricotbox Avenue,Sarah,Stewart,45,Head,Single,Female,Unemployed,None,Christian
22,Apricotbox Avenue,Norman,Stewart,16,Son,NA,Male,Student,None,NA
22,Apricotbox Avenue,Diana,Stewart,15,Daughter,NA,Female,Student,None,NA
22,Apricotbox Avenue,Derek,Stewart,11,Son,NA,Male,Student,None,NA
22,Apricotbox Avenue,Hilary,Stewart,10,Daughter,NA,Female,Student,None,NA
22,Apricotbox Avenue,Deborah,Stewart,6,Daughter,NA,Female,Student,None,NA
22,Apricotbox Avenue,Amy,Butler,52,Lodger,Single,Female,Chief Strategy Officer,None,Christian
22,Apricotbox Avenue,Damian,Ahmed,59,Lodger,Single,Male,"Copywriter, advertising",None,Catholic
22,Apricotbox Avenue,Toby,Hope,25,Lodger,Single,Male,"Journalist, newspaper",None,None
22,Apricotbox Avenue,Frederick,Grant,29,Lodger,Single,Male,Unemployed,None,Muslim
22,Apricotbox Avenue,Suzanne,Cole,63,Sibling,Single,Female,Archaeologist,None,Christian
22,Apricotbox Avenue,Sian,Kerr,22,Lodger,Divorced,Female,University Student,None,None
23,Apricotbox Avenue,Mark,Thomas,18,Head,Single,Male,University Student,None,Christian
23,Apricotbox Avenue,Liam,Potter,22,None,Single,Male,University Student,None,None
23,Apricotbox Avenue,Samantha,Harrison,21,None,Single,Female,University Student,None,None
23,Apricotbox Avenue,Gerard,Chapman,18,None,Single,Male,University Student,None,Methodist
23,Apricotbox Avenue,Tracy,Powell,19,None,Single,Female,University Student,None,None
23,Apricotbox Avenue,Mohammad,Winter,22,None,Single,Male,University Student,None,None
23,Apricotbox Avenue,Lewis,Murphy,22,None,Single,Male,University Student,None,Methodist
23,Apricotbox Avenue,Jayne,Fletcher,21,None,Single,Female,University Student,None,Christian
23,Apricotbox Avenue,William,Turner,19,None,Single,Male,University Student,None,Methodist
23,Apricotbox Avenue,Jason,Powell,22,None,Single,Male,University Student,None,Catholic
23,Apricotbox Avenue,Gary,Dennis,23,None,Single,Male,PhD Student,None,NA
23,Apricotbox Avenue,Deborah,King,22,None,Single,Female,University Student,None,None
24,Apricotbox Avenue,Cheryl,Richards,79,Head,Widowed,Female,Retired Conference centre manager,None,Christian
25,Apricotbox Avenue,Linda,Dennis,28,Head,Married,Female,"Designer, graphic",None,Catholic
25,Apricotbox Avenue,Ross,Dennis,30,Husband,Married,Male,"Teacher, adult education",None,Catholic
25,Apricotbox Avenue,Kyle,Dennis,11,Son,NA,Male,Student,None,NA
25,Apricotbox Avenue,David,Dennis,10,Son,NA,Male,Student,None,NA
25,Apricotbox Avenue,Mohammad,Dennis,6,Son,NA,Male,Student,None,NA
25,Apricotbox Avenue,Antony,Dennis,5,Son,NA,Male,Student,None,NA
25,Apricotbox Avenue,Jacob,Walker-Dennis,2,Son,NA,Male,Child,None,NA
25,Apricotbox Avenue,Duncan,Bryant,25,Lodger,Divorced,Male,Estate manager/land agent,None,None
26,Apricotbox Avenue,Gary,Parker,64,Head,Divorced,Male,Amenity horticulturist,None,Methodist
26,Apricotbox Avenue,Natalie,Parker,25,Daughter,Single,Female,"Research officer, political party",None,None
26,Apricotbox Avenue,Alexander,Parker,21,Son,Single,Male,University Student,None,None
26,Apricotbox Avenue,Ann,Parker,17,Daughter,NA,Female,Student,None,NA
26,Apricotbox Avenue,Paige,Parker,14,Daughter,NA,Female,Student,None,NA
27,Apricotbox Avenue,Pauline,Conway,54,Head,Married,Female,Nature conservation officer,None,Methodist
27,Apricotbox Avenue,Maurice,Conway,54,Husband,Married,Male,Youth worker,None,Methodist
27,Apricotbox Avenue,Joseph,Conway,29,Son,Single,Male,Electrical engineer,None,Methodist
27,Apricotbox Avenue,Lynn,Conway,27,Daughter,Single,Female,Unemployed,None,Methodist
27,Apricotbox Avenue,Cheryl,Conway,0,Daughter,NA,Female,Child,None,NA
28,Apricotbox Avenue,Lucy,Ellis,69,Head,Married,Female,"Retired Accountant, chartered certified",None,None
28,Apricotbox Avenue,Albert,Ellis,71,Husband,Married,Male,Retired Consulting civil engineer,None,None
28,Apricotbox Avenue,Vincent,Ellis,44,Son,Single,Male,Commercial/residential surveyor,None,None
28,Apricotbox Avenue,Owen,Ellis,42,Son,Single,Male,Chief of Staff,None,None
28,Apricotbox Avenue,Samuel,Ellis,39,Son,Single,Male,Midwife,None,None
28,Apricotbox Avenue,Mohamed,Ellis,35,Son,Single,Male,"Editor, magazine features",None,None
28,Apricotbox Avenue,Jasmine,Richards-Ellis,31,Daughter,Single,Female,Economist,None,None
28,Apricotbox Avenue,Geoffrey,Richards-Ellis,25,Son,Single,Male,Soil scientist,None,None
28,Apricotbox Avenue,Alexander,Richards-Ellis,25,Son,Divorced,Male,Systems developer,None,None
28,Apricotbox Avenue,Sean,Richards-Ellis,24,Son,Single,Male,Dietitian,None,None
28,Apricotbox Avenue,William,Richards-Ellis,24,Son,Single,Male,Tax inspector,None,None
28,Apricotbox Avenue,Francis,Richards-Ellis,0,Son,NA,Male,Child,None,NA
29,Apricotbox Avenue,Alexandra,McLean,49,Head,Married,Female,"Surveyor, mining",None,Christian
29,Apricotbox Avenue,Craig,McLean,50,Husband,Married,Male,Publishing copy,None,None
29,Apricotbox Avenue,Alan,McLean,24,Son,Single,Male,"Production assistant, radio",None,Christian
29,Apricotbox Avenue,Reece,McLean,22,Son,Divorced,Male,University Student,None,None
29,Apricotbox Avenue,Paige,McLean,15,Daughter,NA,Female,Student,None,NA
30,Apricotbox Avenue,Rosemary,Griffiths,52,Head,Single,Female,Paediatric nurse,None,Catholic
30,Apricotbox Avenue,Phillip,Campbell,58,Partner,Single,Male,Mechanical engineer,None,None
30,Apricotbox Avenue,Anthony,Griffiths,27,Son,Single,Male,Higher education careers adviser,None,Catholic
30,Apricotbox Avenue,Ross,Griffiths,24,Son,Single,Male,"Librarian, academic",None,Methodist
30,Apricotbox Avenue,Harry,Griffiths,6,Son,NA,Male,Student,None,NA
31,Apricotbox Avenue,Gerald,Patel,35,Head,Divorced,Male,Ambulance person,None,None
31,Apricotbox Avenue,Jeffrey,Patel,8,Son,NA,Male,Student,None,NA
31,Apricotbox Avenue,Mandy,Patel,4,Daughter,NA,Female,Child,None,NA
31,Apricotbox Avenue,Barbara,Patel,2,Daughter,NA,Female,Child,None,NA
31,Apricotbox Avenue,Pauline,Parker,23,Lodger,Single,Female,Airline pilot,None,None
31,Apricotbox Avenue,Leslie,Day,28,Lodger,Single,Male,Graphic designer,None,Christian
31,Apricotbox Avenue,Irene,Howard,50,Lodger,Widowed,Female,"Conservator, furniture",None,None
31,Apricotbox Avenue,Luke,Hurst,42,Lodger,Single,Male,Unemployed,None,Catholic
31,Apricotbox Avenue,Dennis,Hughes,34,Cousin,Single,Male,Paramedic,None,None
31,Apricotbox Avenue,Elliot,Newman,20,Lodger,Single,Male,University Student,None,Muslim
31,Apricotbox Avenue,Sophie,Jones,23,Visitor,Single,Female,"Teacher, English as a foreign language",None,None
31,Apricotbox Avenue,Ricky,Smith,37,Sibling,Single,Male,Planning and development surveyor,None,Catholic
32,Apricotbox Avenue,Jacqueline,Fitzgerald,49,Head,Married,Female,Archaeologist,None,Christian
32,Apricotbox Avenue,Joe,Fitzgerald,43,Husband,Married,Male,Interpreter,None,Christian
32,Apricotbox Avenue,Natasha,Fitzgerald,22,Daughter,Single,Female,"Therapist, drama",None,Christian
32,Apricotbox Avenue,Gemma,Fitzgerald,21,Daughter,Divorced,Female,University Student,None,Christian
32,Apricotbox Avenue,Luke,Fitzgerald,21,Son,Divorced,Male,University Student,None,Christian
33,Apricotbox Avenue,Harriet,Edwards,47,Head,Single,Female,"Teacher, early years/pre",None,Catholic
33,Apricotbox Avenue,Gerald,Foster,51,None,Single,Male,Unemployed,None,Christian
33,Apricotbox Avenue,Anne,Murray,32,None,Single,Female,Freight forwarder,None,None
33,Apricotbox Avenue,Bruce,Bates,46,None,Single,Male,Teaching laboratory technician,None,None
33,Apricotbox Avenue,Ronald,Rogers,34,None,Single,Male,"Therapist, nutritional",None,Catholic
33,Apricotbox Avenue,Abigail,Matthews,31,None,Single,Female,Counsellor,None,None
33,Apricotbox Avenue,Megan,Buckley,47,None,Single,Female,"Psychologist, forensic",None,None
33,Apricotbox Avenue,Jamie,Brown,44,None,Single,Male,Trade mark attorney,None,None
33,Apricotbox Avenue,Beth,Richardson,64,None,Single,Female,Site engineer,None,Christian
33,Apricotbox Avenue,Josh,Willis,49,None,Single,Male,Archaeologist,None,Catholic
1,Baker Branch,Jack,Poole,41,Head,Single,Male,Haematologist,None,None
2,Baker Branch,Bryan,Rogers,71,Head,Divorced,Male,Retired Science writer,None,Christian
3,Baker Branch,Mohamed,Tomlinson,81,Head,Married,Male,Retired TEFL teacher,None,Christian
3,Baker Branch,Samantha,Tomlinson,80,Wife,Married,Female,Retired Writer,None,Christian
4,Baker Branch,Reece,Saunders,51,Head,Divorced,Male,Best boy,None,None
5,Baker Branch,Martyn,Collins-Steele,78,Head,Married,Male,Retired Jewellery designer,None,Christian
5,Baker Branch,Kate,Collins-Steele,79,Wife,Married,Female,Retired Economist,None,None
6,Baker Branch,Maria,Mahmood,85,Head,Widowed,Female,Retired Microbiologist,None,Christian
7,Baker Branch,Mohammad,Brookes,30,Head,Divorced,Male,"Education officer, environmental",None,Catholic
8,Baker Branch,Callum,Gibson,50,Head,Single,Male,Advice worker,None,Christian
8,Baker Branch,Donna,Holmes,51,Partner,Single,Female,"Conservation officer, nature",None,Christian
9,Baker Branch,Karl,Richards,72,Head,Married,Male,"Retired Surveyor, land/geomatics",None,Methodist
9,Baker Branch,Amanda,Richards,70,Wife,Married,Female,Retired Web designer,None,Methodist
10,Baker Branch,Vanessa,Marshall,20,Head,Single,Female,University Student,None,Christian
11,Baker Branch,Garry,Hunter,53,Head,Single,Male,"Librarian, public",None,Christian
12,Baker Branch,Paige,Lewis,47,Head,Single,Female,Data scientist,None,None
13,Baker Branch,Kieran,Robinson,81,Head,Widowed,Male,"Retired Lighting technician, broadcasting/film/video",None,Christian
14,Baker Branch,Margaret,Mitchell,21,Head,Divorced,Female,University Student,None,None
14,Baker Branch,Glen,Mitchell,2,Son,NA,Male,Child,None,NA
14,Baker Branch,Kathryn,Thomson,19,Sibling,Single,Female,Industrial buyer,None,Methodist
15,Baker Branch,Kirsty,Wilson,84,Head,Married,Female,"Retired Engineer, civil (contracting)",None,Christian
15,Baker Branch,Raymond,Wilson,85,Husband,Married,Male,"Retired Therapist, sports",None,Christian
16,Baker Branch,Gerald,Thomas,74,Head,Divorced,Male,Retired Retail banker,None,Catholic
17,Baker Branch,Hayley,Owen,55,Head,Single,Female,Acupuncturist,None,None
18,Baker Branch,Dale,James,42,Head,Single,Male,IT trainer,None,None
18,Baker Branch,Suzanne,Harvey,39,Partner,Single,Female,Meteorologist,None,None
19,Baker Branch,Dean,Sullivan,49,Head,Single,Male,"Production assistant, radio",None,Catholic
19,Baker Branch,Julian,Cooke,43,None,Single,Male,"Therapist, sports",None,Methodist
20,Baker Branch,Jenna,Allen,64,Head,Single,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
20,Baker Branch,Chelsea,Butcher,13,Granddaughter,NA,Female,Student,None,NA
20,Baker Branch,Michelle,Warner,8,Granddaughter,NA,Female,Student,None,NA
21,Baker Branch,Russell,Morris,44,Head,Single,Male,"Biochemist, clinical",None,Methodist
22,Baker Branch,Chelsea,Tucker,23,Head,Single,Female,"Exhibitions officer, museum/gallery",None,None
22,Baker Branch,Maureen,Rogers,34,None,Single,Female,"Designer, jewellery",None,Methodist
22,Baker Branch,Ryan,Hobbs,26,None,Single,Male,Printmaker,None,None
22,Baker Branch,Ashleigh,Parkinson,40,None,Single,Female,"Therapist, occupational",None,None
23,Baker Branch,Jordan,Kelly,35,Head,Single,Male,Set designer,None,None
24,Baker Branch,Cheryl,Burke,81,Head,Married,Female,"Retired Runner, broadcasting/film/video",None,None
24,Baker Branch,Shaun,Burke,85,Husband,Married,Male,Retired Research scientist (physical sciences),None,None
25,Baker Branch,Kenneth,Hunt,68,Head,Widowed,Male,Retired Lexicographer,None,Christian
26,Baker Branch,Francesca,Chamberlain,76,Head,Single,Female,Retired Further education lecturer,None,None
27,Baker Branch,Matthew,Welch,46,Head,Divorced,Male,Unemployed,None,Christian
28,Baker Branch,Marian,Pearce,71,Head,Widowed,Female,Unemployed,None,Christian
28,Baker Branch,Andrew,Pearce,35,Son,Single,Male,"Therapist, occupational",None,Christian
29,Baker Branch,Victor,Hall,67,Head,Widowed,Male,Brewing technologist,None,Catholic
30,Baker Branch,Chloe,Webb,40,Head,Divorced,Female,"Librarian, academic",None,None
31,Baker Branch,Joyce,Robson,63,Head,Married,Female,Secondary school teacher,None,Christian
31,Baker Branch,Ashley,Robson,65,Husband,Married,Male,"Designer, industrial/product",None,None
32,Baker Branch,Nicole,Morris,30,Head,Single,Female,Jewellery designer,None,Methodist
32,Baker Branch,Daniel,Joyce,28,Partner,Single,Male,Unemployed,None,Methodist
33,Baker Branch,Diane,Begum,41,Head,Single,Female,Human resources officer,None,Methodist
33,Baker Branch,Scott,Gordon,46,Partner,Single,Male,Aeronautical engineer,None,None
34,Baker Branch,Tony,Fitzgerald,62,Head,Married,Male,"Engineer, electronics",None,Christian
34,Baker Branch,Brenda,Fitzgerald,56,Wife,Married,Female,Fashion designer,None,None
35,Baker Branch,Megan,Hunt,53,Head,Single,Female,Government social research officer,None,Methodist
36,Baker Branch,Sean,Hopkins,36,Head,Single,Male,"Psychologist, occupational",None,Methodist
37,Baker Branch,Joseph,Tucker,49,Head,Single,Male,Legal secretary,None,Catholic
37,Baker Branch,Danielle,Foster,48,Partner,Single,Female,Editorial assistant,None,Catholic
38,Baker Branch,Hayley,O'Sullivan,31,Head,Single,Female,"Producer, radio",Blind,None
39,Baker Branch,Maureen,Ali,40,Head,Married,Female,Acupuncturist,None,Christian
39,Baker Branch,John,Ali,36,Husband,Married,Male,"Civil engineer, consulting",None,Christian
39,Baker Branch,Brett,Ali,9,Son,NA,Male,Student,None,NA
40,Baker Branch,Kate,Harper,50,Head,Divorced,Female,Unemployed,None,Catholic
40,Baker Branch,Paul,Harper,16,Son,NA,Male,Student,None,NA
41,Baker Branch,Iain,Price,73,Head,Widowed,Male,Retired Freight forwarder,None,Christian
42,Baker Branch,Stanley,Hardy,73,Head,Widowed,Male,Retired Neurosurgeon,None,Christian
43,Baker Branch,Maurice,Edwards,32,Head,Single,Male,"Editor, commissioning",None,None
43,Baker Branch,Claire,Brown,33,Partner,Single,Female,Medical laboratory scientific officer,None,None
44,Baker Branch,Caroline,Nolan,70,Head,Married,Female,"Retired Therapist, speech and language",None,None
44,Baker Branch,Nathan,Nolan,72,Husband,Married,Male,Retired Chief Financial Officer,None,None
45,Baker Branch,Bethan,Jenkins,78,Head,Widowed,Female,Retired Medical laboratory scientific officer,None,Christian
46,Baker Branch,Carole,Myers,82,Head,Divorced,Female,Retired Special effects artist,None,None
47,Baker Branch,Sarah,Martin,43,Head,Single,Female,Ceramics designer,None,Methodist
47,Baker Branch,Gillian,Herbert,30,None,Single,Female,Mining engineer,None,None
48,Baker Branch,Joe,Price,40,Head,Single,Male,"Optician, dispensing",None,Catholic
49,Baker Branch,Julia,Franklin,60,Head,Divorced,Female,Maintenance engineer,None,Christian
50,Baker Branch,Phillip,Knight,73,Head,Widowed,Male,Retired Estate agent,None,Christian
51,Baker Branch,Daniel,Young,19,Head,Single,Male,University Student,None,None
51,Baker Branch,Anthony,Davey,19,None,Single,Male,University Student,None,Catholic
52,Baker Branch,Kieran,Kelly,79,Head,Widowed,Male,Retired Careers adviser,None,None
53,Baker Branch,Mary,Macdonald,18,Head,Divorced,Female,Student,None,NA
54,Baker Branch,Annette,Hill,20,Head,Single,Female,University Student,None,Catholic
55,Baker Branch,Lauren,Carey,45,Head,Married,Female,Cabin crew,None,Christian
55,Baker Branch,Charlie,Carey,49,Husband,Married,Male,Company secretary,None,Christian
56,Baker Branch,Nathan,Harvey,70,Head,Single,Male,Retired Control and instrumentation engineer,None,Methodist
57,Baker Branch,Richard,Williams,51,Head,Married,Male,"Lecturer, further education",None,None
57,Baker Branch,Charlene,Williams,49,Wife,Married,Female,Radio broadcast assistant,None,None
58,Baker Branch,Paige,Jackson,44,Head,Married,Female,"Programme researcher, broadcasting/film/video",None,Catholic
58,Baker Branch,Adrian,Jackson,46,Husband,Married,Male,Graphic designer,None,None
58,Baker Branch,Adrian,Jackson,13,Son,NA,Male,Student,None,NA
59,Baker Branch,Dawn,Campbell,31,Head,Single,Female,Patent attorney,None,None
60,Baker Branch,George,Stone,72,Head,Single,Male,Retired Immigration officer,None,Methodist
60,Baker Branch,Stacey,Stone,35,Daughter,Single,Female,English as a foreign language teacher,None,None
61,Baker Branch,Raymond,Smith,68,Head,Widowed,Male,Retired Consulting civil engineer,None,Christian
62,Baker Branch,Lorraine,Pearce,70,Head,Single,Female,"Retired Surveyor, hydrographic",None,Christian
63,Baker Branch,Katy,Holmes,26,Head,Married,Female,Child psychotherapist,None,None
63,Baker Branch,Stuart,Holmes,26,Husband,Married,Male,Hydrologist,None,None
64,Baker Branch,Emily,Bell,72,Head,Widowed,Female,Retired Hydrographic surveyor,None,Christian
65,Baker Branch,Antony,Richards,52,Head,Widowed,Male,Geoscientist,None,Christian
66,Baker Branch,Cameron,Taylor,37,Head,Single,Male,Naval architect,None,None
67,Baker Branch,Geoffrey,Nicholson,35,Head,Divorced,Male,Equality and diversity officer,None,None
68,Baker Branch,Bethan,Clements,73,Head,Married,Female,Retired Warehouse manager,None,Methodist
68,Baker Branch,Abdul,Clements,77,Husband,Married,Male,Retired Chief Executive Officer,None,Christian
69,Baker Branch,Abbie,Haynes,77,Head,Widowed,Female,Retired Local government officer,None,Christian
70,Baker Branch,Jeremy,West,34,Head,Single,Male,"Engineer, energy",None,Christian
71,Baker Branch,Jasmine,Price,56,Head,Married,Female,Landscape architect,None,Christian
71,Baker Branch,Conor,Price,56,Husband,Married,Male,Higher education careers adviser,None,None
71,Baker Branch,Maria,Price,26,Daughter,Single,Female,Photographer,None,Christian
72,Baker Branch,Peter,Middleton,68,Head,Single,Male,"Retired Production assistant, television",None,Christian
73,Baker Branch,Mary,Lewis,29,Head,Single,Female,Systems developer,None,None
74,Baker Branch,Jodie,Walker,65,Head,Single,Female,"Psychotherapist, child",None,Christian
75,Baker Branch,Henry,Collins,51,Head,Divorced,Male,Animator,None,Christian
76,Baker Branch,Julian,Miller,83,Head,Married,Male,Retired Armed forces training and education officer,None,Christian
